"race","driver","1stFree","2ndFree","3rdFree","1stQualif","2ndQualif","3rdQualif"
"2012singapore","jvergne",113.189,112.009,111.059,109.564,108.849,NA
"2012singapore","kkobayashi",112.839,111.45,110.777,109.933,NA,NA
"2012singapore","kraikkonen",112.716,110.345,108.865,108.169,108.261,NA
"2012singapore","lhamilton",110.615,109.086,108.272,108.285,106.665,106.362
"2012singapore","mschumacher",112.986,110.263,109.981,109.546,107.823,NA
"2012singapore","mwebber",111.655,108.964,110.11,108.717,107.513,107.475
"2012singapore","nhulkenberg",111.658,109.339,108.859,109.547,107.975,NA
"2012singapore","nkarthikeyan",NA,114.514,114.421,112.372,NA,NA
"2012singapore","nrosberg",113.227,109.79,109.699,109.463,107.943,NA
"2012singapore","pdelarosa",116.656,114.448,114.875,113.355,NA,NA
"2012singapore","pdiresta",111.943,109.3,109.684,108.028,107.667,107.241
"2012singapore","pmaldonado",111.576,110.636,111.012,109.494,107.602,106.804
"2012singapore","rgrosjean",113.028,110.161,110.84,107.688,107.529,107.788
"2012singapore","sperez",112.296,111.122,111.272,109.055,108.505,NA
"2012singapore","svettel",110.566,108.34,107.947,108.24,106.791,106.905
"2012singapore","tglock",114.908,112.218,114.63,111.37,NA,NA
"2012singapore","vpetrov",115.76,112.936,113.781,110.846,NA,NA
"2012japan","bsenna",NA,93.499,93.984,93.405,NA,NA
"2012japan","cpic",98.616,96.636,96.517,95.429,NA,NA
"2012japan","dricciardo",96.123,94.863,94.023,93.059,92.954,NA
"2012japan","falonso",95.484,93.093,93.184,92.459,91.833,92.114
"2012japan","fmassa",95.283,93.614,92.824,92.946,92.293,NA
"2012japan","hkovalainen",NA,95.711,95.568,94.657,NA,NA
"2012japan","jbutton",94.507,93.349,93.025,93.077,91.772,91.29
"2012japan","jvergne",96.222,95.08,93.722,93.37,93.368,NA
"2012japan","kkobayashi",95.199,93.983,92.924,92.042,91.886,91.7
"2012japan","kraikkonen",95.691,94.291,93.224,92.221,91.826,92.208
"2012japan","lhamilton",94.74,92.707,93.569,93.061,92.121,92.327
"2012japan","mschumacher",95.122,93.75,92.918,93.349,92.469,NA
"2012japan","mwebber",94.856,92.493,92.371,92.951,91.95,91.09
"2012japan","nhulkenberg",95.474,92.987,94.369,92.828,92.272,NA
"2012japan","nkarthikeyan",99.043,97.701,96.649,96.734,NA,NA
"2012japan","nrosberg",95.059,93.866,93.899,93.015,92.625,NA
"2012japan","pdelarosa",99.688,97.342,96.875,95.385,NA,NA
"2012japan","pdiresta",95.299,NA,93.094,92.898,92.327,NA
"2012japan","pmaldonado",95.478,94.3,93.16,92.834,92.512,NA
"2012japan","rgrosjean",95.724,93.107,93.008,92.029,91.988,91.898
"2012japan","sperez",95.584,93.903,92.92,92.147,92.169,92.022
"2012japan","svettel",96.366,92.836,92.136,92.608,91.501,90.839
"2012japan","tglock",97.716,96.194,96.389,95.213,NA,NA
"2012japan","vpetrov",98.295,95.87,96.355,95.432,NA,NA
"2012korea","bsenna",NA,100.089,99.706,99.443,NA,NA
"2012korea","cpic",102.706,103.066,101.684,101.317,NA,NA
"2012korea","dricciardo",101.596,100.997,99.537,98.784,99.084,NA
"2012korea","falonso",99.45,99.16,98.705,99.144,97.987,97.534
"2012korea","fmassa",99.854,99.422,98.791,98.937,98.253,97.884
"2012korea","hkovalainen",102.104,101.602,101.437,100.333,NA,NA
"2012korea","jbutton",100.48,99.219,98.511,98.615,98.441,NA
"2012korea","jvergne",102.021,100.789,99.448,98.744,99.34,NA
"2012korea","kkobayashi",101.22,100.445,99.345,98.719,98.594,NA
"2012korea","kraikkonen",100.929,99.839,98.666,98.887,98.227,97.625
"2012korea","lhamilton",99.148,99.717,98.169,99.18,98,97.469
"2012korea","mschumacher",100.221,99.33,99.15,98.808,98.436,98.513
"2012korea","mwebber",99.575,98.864,98.766,98.397,98.22,97.242
"2012korea","nhulkenberg",NA,99.739,98.932,98.981,98.428,98.266
"2012korea","nkarthikeyan",NA,103.869,102.845,NA,NA,NA
"2012korea","nrosberg",100.396,99.584,99.01,98.999,98.417,98.361
"2012korea","pdelarosa",104.517,104.533,102.882,102.881,NA,NA
"2012korea","pdiresta",100.44,100.112,99.156,98.942,98.643,NA
"2012korea","pmaldonado",101.048,101.2,98.833,99.024,98.725,NA
"2012korea","rgrosjean",100.422,99.957,98.582,98.863,98.275,97.934
"2012korea","sperez",101.514,100.745,98.954,98.63,98.46,NA
"2012korea","svettel",100.088,98.832,97.642,98.208,97.767,97.316
"2012korea","tglock",102.175,102.596,102.062,101.371,NA,NA
"2012korea","vpetrov",NA,103.067,101.114,100.207,NA,NA
"2012india","bsenna",NA,87.738,86.214,86.851,86.331,NA
"2012india","cpic",91.903,91.493,90.298,90.662,NA,NA
"2012india","dricciardo",89.204,88.239,87.374,87.006,86.777,NA
"2012india","falonso",88.044,86.82,86.521,86.829,85.834,85.773
"2012india","fmassa",88.542,88.296,86.691,86.939,86.111,85.857
"2012india","hkovalainen",NA,89.32,89.035,89.5,NA,NA
"2012india","jbutton",87.929,87.182,86.034,86.564,85.467,85.659
"2012india","jvergne",90.401,89.167,87.711,87.525,NA,NA
"2012india","kkobayashi",89.802,88.455,87.983,87.517,87.219,NA
"2012india","kraikkonen",89.291,87.03,86.209,86.74,86.101,86.236
"2012india","lhamilton",88.046,87.131,86.151,86.516,85.816,85.544
"2012india","mschumacher",88.993,88.222,86.652,87.482,86.574,NA
"2012india","mwebber",88.175,86.339,86.108,86.744,85.61,85.327
"2012india","nhulkenberg",89.85,87.233,86.531,87.185,86.241,NA
"2012india","nkarthikeyan",92.125,91.372,90.824,90.593,NA,NA
"2012india","nrosberg",88.447,87.022,87.229,86.458,85.976,NA
"2012india","pdelarosa",92.859,90.95,90.873,90.592,NA,NA
"2012india","pdiresta",89.76,88.004,87.193,87.462,86.989,NA
"2012india","pmaldonado",90.041,88.596,87.14,86.048,85.983,86.713
"2012india","rgrosjean",89.895,87.397,86.664,86.897,86.136,NA
"2012india","sperez",NA,88.178,87.162,87.179,86.076,86.36
"2012india","svettel",87.619,86.221,85.842,86.387,85.435,85.283
"2012india","tglock",92.369,91.113,89.617,89.613,NA,NA
"2012india","vpetrov",90.63,89.606,89.237,88.756,NA,NA
"2012abudhabi","bsenna",NA,103.191,104.071,103.298,102.33,NA
"2012abudhabi","cpic",NA,106.671,106.036,105.089,NA,NA
"2012abudhabi","dricciardo",106.649,104.26,104.149,103.28,102.765,NA
"2012abudhabi","falonso",104.366,102.587,103.133,101.939,101.514,101.582
"2012abudhabi","fmassa",105.567,102.823,103.48,101.974,101.846,101.723
"2012abudhabi","hkovalainen",107.418,105.782,105.301,104.956,NA,NA
"2012abudhabi","jbutton",103.618,102.412,102.42,102.342,101.873,101.29
"2012abudhabi","jvergne",106.708,105.005,104.025,104.058,NA,NA
"2012abudhabi","kkobayashi",105.722,103.689,104.01,103.582,102.606,NA
"2012abudhabi","kraikkonen",105.422,102.532,103.184,102.222,101.532,101.26
"2012abudhabi","lhamilton",103.285,101.919,102.13,101.497,100.901,100.63
"2012abudhabi","mschumacher",104.694,103.267,103.635,102.735,102.289,NA
"2012abudhabi","mwebber",104.542,102.466,102.743,101.933,101.277,100.978
"2012abudhabi","nhulkenberg",105.587,103.255,102.75,102.579,102.019,NA
"2012abudhabi","nkarthikeyan",NA,107.406,107.032,106.382,NA,NA
"2012abudhabi","nrosberg",105.194,103.2,103.593,101.926,101.698,101.603
"2012abudhabi","pdelarosa",108.354,106.707,106.554,105.766,NA,NA
"2012abudhabi","pdiresta",NA,103.578,103.338,102.572,102.218,NA
"2012abudhabi","pmaldonado",105.115,102.998,103.064,101.981,101.907,101.226
"2012abudhabi","rgrosjean",105.743,102.5,103.015,102.046,101.62,101.778
"2012abudhabi","sperez",105.811,103.106,103.571,102.624,102.084,NA
"2012abudhabi","svettel",104.05,101.751,102.614,102.16,101.511,101.073
"2012abudhabi","tglock",107.891,106.589,105.879,105.426,NA,NA
"2012abudhabi","vpetrov",NA,105.245,106.261,105.151,NA,NA
"2012usa","bsenna",104.548,99.531,97.569,97.52,97.604,NA
"2012usa","cpic",103.288,103.538,101.466,100.664,NA,NA
"2012usa","dricciardo",101.825,100.435,98.547,99.114,NA,NA
"2012usa","falonso",100.337,98.483,97.18,97.968,97.123,97.3
"2012usa","fmassa",100.966,99.029,97.262,97.667,96.549,96.937
"2012usa","hkovalainen",103.443,102.476,101.011,101.166,NA,NA
"2012usa","jbutton",100.528,98.786,97.538,97.565,97.616,NA
"2012usa","jvergne",101.833,100.516,99.689,98.434,97.879,NA
"2012usa","kkobayashi",101.036,99.653,97.953,98.418,98.437,NA
"2012usa","kraikkonen",101.88,100.166,97.765,98.051,97.404,96.708
"2012usa","lhamilton",99.543,98.748,96.748,97.058,96.795,95.766
"2012usa","mschumacher",102.588,100.115,97.76,97.927,97.102,96.794
"2012usa","mwebber",100.65,98.475,97.298,97.215,96.298,96.174
"2012usa","nhulkenberg",101.023,100.7,97.495,97.756,97.066,97.141
"2012usa","nkarthikeyan",NA,105.114,104.043,102.74,NA,NA
"2012usa","nrosberg",101.159,99.448,97.247,98.862,98.501,NA
"2012usa","pdelarosa",106.917,104.453,103.563,102.011,NA,NA
"2012usa","pdiresta",101.783,101.43,98.653,98.104,97.665,NA
"2012usa","pmaldonado",102.539,100.23,97.001,97.537,97.011,97.842
"2012usa","rgrosjean",101.998,100.286,98.753,97.486,96.906,96.587
"2012usa","sperez",101.473,100.326,97.415,98.5,98.206,NA
"2012usa","svettel",98.125,97.718,96.49,96.558,95.796,95.657
"2012usa","tglock",104.464,102.652,100.407,100.056,NA,NA
"2012usa","vpetrov",103.522,102.846,100.753,100.809,NA,NA
"2012brazil","bsenna",NA,75.432,73.948,75.333,74.219,NA
"2012brazil","cpic",77.234,78.127,76.059,78.104,NA,NA
"2012brazil","dricciardo",75.587,75.902,74.687,76.744,74.574,NA
"2012brazil","falonso",74.392,74.592,73.691,76.097,73.856,73.253
"2012brazil","fmassa",74.716,74.553,73.712,76.263,74.048,72.987
"2012brazil","hkovalainen",NA,76.655,75.707,77.086,NA,NA
"2012brazil","jbutton",74.217,74.863,73.188,75.456,73.515,72.513
"2012brazil","jvergne",76.048,76.048,74.972,76.722,74.619,NA
"2012brazil","kkobayashi",75.255,75.839,74.192,76.4,74.38,NA
"2012brazil","kraikkonen",75.701,75.371,NA,76.432,73.698,73.298
"2012brazil","lhamilton",74.131,74.026,73.389,75.075,73.398,72.458
"2012brazil","mschumacher",75.114,74.654,74.347,76.005,74.334,NA
"2012brazil","mwebber",74.198,74.523,73.385,76.18,73.667,72.581
"2012brazil","nhulkenberg",75.05,75.131,73.602,75.536,73.704,73.206
"2012brazil","nkarthikeyan",77.895,78.139,76.793,79.576,NA,NA
"2012brazil","nrosberg",76.315,74.669,74.126,75.929,73.848,73.489
"2012brazil","pdelarosa",77.678,77.244,76.198,79.699,NA,NA
"2012brazil","pdiresta",74.738,75.129,73.486,75.901,74.121,NA
"2012brazil","pmaldonado",75.015,75.953,73.7,76.266,73.698,73.174
"2012brazil","rgrosjean",74.719,74.994,73.42,76.967,NA,NA
"2012brazil","sperez",75.396,75.542,74.19,75.974,74.234,NA
"2012brazil","svettel",74.14,74.3,73.245,75.644,73.209,72.76
"2012brazil","tglock",76.506,77.675,75.763,77.508,NA,NA
"2012brazil","vpetrov",76.617,76.126,75.159,77.073,NA,NA
"2013australia","asutil",88.426,87.435,88.069,107.33,98.134,NA
"2013australia","cpic",92.274,90.165,90.959,110.626,NA,NA
"2013australia","dricciardo",90.969,88.627,87.849,106.45,99.042,NA
"2013australia","egutierrez",90.203,88.772,88.253,107.776,NA,NA
"2013australia","falonso",87.547,86.748,87,103.85,96.691,88.493
"2013australia","fmassa",87.289,86.855,87.241,104.635,96.666,88.49
"2013australia","gvandergarde",92.388,92.45,90.598,109.519,NA,NA
"2013australia","jbianchi",91.263,89.696,90.388,108.147,NA,NA
"2013australia","jbutton",88.44,88.294,93.236,104.688,96.644,90.357
"2013australia","jvergne",90.729,88.968,87.86,104.871,98.778,NA
"2013australia","kraikkonen",87.877,86.361,87.625,105.545,97.517,88.738
"2013australia","lhamilton",87.552,86.772,107.246,105.456,96.625,88.087
"2013australia","mchilton",92.176,90.6,102.872,108.909,NA,NA
"2013australia","mwebber",87.668,86.172,90.073,104.472,96.524,87.827
"2013australia","nhulkenberg",88.786,88.187,88.253,105.93,98.067,NA
"2013australia","nrosberg",88.013,86.322,88.486,103.38,96.194,88.523
"2013australia","pdiresta",88.91,88.311,87.533,105.601,96.901,89.305
"2013australia","pmaldonado",89.443,88.852,99.232,107.614,NA,NA
"2013australia","rgrosjean",88.52,86.68,86.929,104.284,97.641,89.013
"2013australia","sperez",88.597,88.566,93.527,104.3,99.9,NA
"2013australia","svettel",87.211,85.908,89.808,104.657,96.745,87.407
"2013australia","vbottas",89.928,89.386,99.779,107.328,100.29,NA
"2013malaysia","asutil",97.769,97.788,96.588,96.809,96.834,113.439
"2013malaysia","cpic",101.163,100.757,98.995,99.314,NA,NA
"2013malaysia","dricciardo",99.567,98.904,98.425,97.722,98.822,NA
"2013malaysia","egutierrez",99.204,98.645,98.294,97.707,99.221,NA
"2013malaysia","falonso",97.319,96.985,97.302,97.314,96.877,110.727
"2013malaysia","fmassa",97.771,96.661,96.946,97.712,96.874,110.587
"2013malaysia","gvandergarde",100.728,100.768,100.209,99.932,NA,NA
"2013malaysia","jbianchi",100.996,99.508,99.717,98.434,NA,NA
"2013malaysia","jbutton",98.173,97.865,96.822,97.487,97.117,113.175
"2013malaysia","jvergne",99.284,98.738,98.376,98.157,NA,NA
"2013malaysia","kraikkonen",97.003,96.569,96.806,96.959,96.64,112.97
"2013malaysia","lhamilton",97.84,97.574,96.568,97.513,96.517,111.699
"2013malaysia","mchilton",101.513,101.438,100.495,99.672,NA,NA
"2013malaysia","mwebber",96.935,97.026,96.613,97.619,96.449,112.244
"2013malaysia","nhulkenberg",99.054,98.068,97.685,97.931,98.125,NA
"2013malaysia","nrosberg",97.588,97.448,96.949,97.239,96.19,112.519
"2013malaysia","pdiresta",97.773,97.571,96.807,97.493,104.509,NA
"2013malaysia","pmaldonado",98.673,98.801,97.359,97.867,NA,NA
"2013malaysia","rgrosjean",97.915,97.206,97.69,97.363,97.636,NA
"2013malaysia","sperez",98.83,97.838,97.538,97.702,97.342,114.136
"2013malaysia","svettel",97.104,96.588,96.435,97.899,97.245,109.674
"2013malaysia","vbottas",99.208,99.66,97.936,98.207,NA,NA
"2013china","asutil",98.125,96.514,96.549,97.349,96.405,NA
"2013china","cpic",NA,99.814,98.821,99.614,NA,NA
"2013china","dricciardo",99.336,97.206,97.205,96.993,96.258,95.998
"2013china","egutierrez",100.032,97.103,97.74,97.99,NA,NA
"2013china","falonso",97.965,95.755,95.391,96.253,95.148,94.788
"2013china","fmassa",98.095,95.34,96.013,95.972,95.403,94.933
"2013china","gvandergarde",102.083,99.271,99.652,99.66,NA,NA
"2013china","jbianchi",101.966,98.725,98.496,98.78,NA,NA
"2013china","jbutton",98.069,96.432,96.693,96.667,95.784,125.673
"2013china","jvergne",99.057,98.127,97.072,97.508,97.199,NA
"2013china","kraikkonen",98.79,95.492,96.605,97.046,95.659,94.761
"2013china","lhamilton",97.171,96.496,96.065,95.793,95.078,94.484
"2013china","mchilton",102.056,103.227,99.627,99.537,NA,NA
"2013china","mwebber",97.658,96.092,96.42,96.148,96.679,NA
"2013china","nhulkenberg",99.18,98.211,96.853,96.985,96.261,NA
"2013china","nrosberg",96.717,95.819,97.349,95.959,95.537,94.861
"2013china","pdiresta",98.561,96.595,97.487,97.478,96.287,NA
"2013china","pmaldonado",99.158,98.276,97.3,97.281,97.139,NA
"2013china","rgrosjean",98.398,96.963,97.813,96.929,96.065,95.364
"2013china","sperez",99.36,96.94,96.777,96.952,96.314,NA
"2013china","svettel",97.942,96.791,96.286,96.537,95.343,NA
"2013china","vbottas",99.392,98.185,97.457,97.769,NA,NA
"2013bahrain","asutil",95.119,94.932,93.596,94.048,93.378,93.246
"2013bahrain","cpic",97.85,97.061,95.816,95.283,NA,NA
"2013bahrain","dricciardo",96.485,95.761,94.577,94.12,93.974,NA
"2013bahrain","egutierrez",97.214,96.616,99.592,94.73,NA,NA
"2013bahrain","falonso",94.564,94.31,93.247,92.878,93.316,92.667
"2013bahrain","fmassa",94.487,94.552,93.949,93.78,93.358,93.207
"2013bahrain","gvandergarde",NA,97.97,96.939,96.304,NA,NA
"2013bahrain","jbianchi",NA,97.363,96.731,96.178,NA,NA
"2013bahrain","jbutton",95.069,95.356,94.117,94.071,93.702,NA
"2013bahrain","jvergne",96.014,95.506,94.678,94.314,94.284,NA
"2013bahrain","kraikkonen",95.345,94.154,93.446,93.827,93.146,93.327
"2013bahrain","lhamilton",95.792,94.976,93.455,93.498,93.346,92.762
"2013bahrain","mchilton",99.445,97.313,97.63,96.476,NA,NA
"2013bahrain","mwebber",95.101,94.184,93.38,93.966,93.098,93.078
"2013bahrain","nhulkenberg",96.755,96.133,93.922,94.409,93.976,NA
"2013bahrain","nrosberg",94.621,94.666,93.764,93.364,92.867,92.33
"2013bahrain","pdiresta",94.949,94.543,93.7,93.762,93.335,93.235
"2013bahrain","pmaldonado",96.498,96.279,94.833,94.425,NA,NA
"2013bahrain","rgrosjean",95.611,94.631,93.464,93.498,93.762,NA
"2013bahrain","sperez",95.64,95.589,94.282,94.31,93.914,NA
"2013bahrain","svettel",94.79,94.282,93.348,93.327,92.746,92.584
"2013bahrain","vbottas",95.783,96.579,94.611,94.425,94.105,NA
"2013spain","asutil",86.212,83.84,82.729,82.952,82.346,NA
"2013spain","cpic",NA,86.93,84.775,85.07,NA,NA
"2013spain","dricciardo",86.94,84.175,83.767,82.905,82.127,NA
"2013spain","egutierrez",87.25,85.441,83.371,83.218,82.793,NA
"2013spain","falonso",85.252,82.825,82.254,82.264,81.646,81.218
"2013spain","fmassa",85.455,83.11,81.901,82.492,81.978,81.219
"2013spain","gvandergarde",88.6,85.963,85.25,84.661,NA,NA
"2013spain","jbianchi",88.887,86.078,84.793,84.713,NA,NA
"2013spain","jbutton",NA,84.306,83.151,83.166,82.355,NA
"2013spain","jvergne",85.667,84.058,82.759,82.775,82.166,NA
"2013spain","kraikkonen",86.614,83.03,81.907,82.21,81.676,81.177
"2013spain","lhamilton",86.374,83.14,82.74,81.728,81.001,80.972
"2013spain","mchilton",NA,86.97,85.135,84.996,NA,NA
"2013spain","mwebber",89.473,82.891,82.044,82.342,81.718,81.57
"2013spain","nhulkenberg",87.061,85.167,83.388,83.058,82.389,NA
"2013spain","nrosberg",86.621,83.398,82.839,81.913,81.776,80.718
"2013spain","pdiresta",86.755,84.104,82.574,82.663,82.019,82.233
"2013spain","pmaldonado",87.576,85.321,83.385,83.318,NA,NA
"2013spain","rgrosjean",86.042,85.851,82.069,82.613,81.998,81.308
"2013spain","sperez",87.135,84.854,83.373,83.116,81.79,82.069
"2013spain","svettel",89.457,82.808,82.229,82.158,81.602,81.054
"2013spain","vbottas",86.456,84.888,83.66,83.26,NA,NA
"2013monaco","asutil",77.625,76.349,76.068,85.108,77.261,75.383
"2013monaco","cpic",79.438,78.212,77.902,86.633,NA,NA
"2013monaco","dricciardo",79.067,77.145,76.06,84.852,78.344,NA
"2013monaco","egutierrez",78.754,76.935,76.427,86.917,NA,NA
"2013monaco","falonso",76.282,75.196,75.286,83.712,76.51,74.824
"2013monaco","fmassa",76.394,75.278,76.105,NA,NA,NA
"2013monaco","gvandergarde",79.203,79.031,78.102,86.095,79.408,NA
"2013monaco","jbianchi",79.773,77.892,78.706,NA,NA,NA
"2013monaco","jbutton",77.129,75.959,75.976,83.744,77.42,75.647
"2013monaco","jvergne",78.454,77.184,75.976,83.699,77.623,75.703
"2013monaco","kraikkonen",77.509,75.511,75.38,85.835,76.04,74.822
"2013monaco","lhamilton",76.469,75.077,75.311,83.779,76.265,73.967
"2013monaco","mchilton",80.225,78.784,79.228,87.303,NA,NA
"2013monaco","mwebber",77.02,75.404,75.55,85.352,77.322,74.181
"2013monaco","nhulkenberg",78.193,76.823,75.926,85.547,78.331,NA
"2013monaco","nrosberg",76.195,74.759,74.378,84.62,76.135,73.876
"2013monaco","pdiresta",77.548,76.046,75.594,86.322,NA,NA
"2013monaco","pmaldonado",76.993,76.857,75.861,83.452,81.688,NA
"2013monaco","rgrosjean",76.38,75.718,75.039,83.738,78.603,NA
"2013monaco","sperez",77.378,76.434,75.958,84.682,77.748,75.138
"2013monaco","svettel",77.38,76.014,75.261,84.243,75.988,73.98
"2013monaco","vbottas",78.83,77.264,76.933,84.681,79.077,NA
"2013canada","asutil",83.417,75.396,78.248,84.551,88.799,87.348
"2013canada","cpic",NA,77.236,83.62,85.626,NA,NA
"2013canada","dricciardo",82.068,75.566,81.364,84.77,89.359,87.946
"2013canada","egutierrez",83.957,76.475,82.72,84.408,90.315,NA
"2013canada","falonso",81.308,74.818,78.977,83.224,88.788,86.504
"2013canada","fmassa",83.341,75.254,79.75,83.735,90.354,NA
"2013canada","gvandergarde",85.753,78.392,83.132,87.11,NA,NA
"2013canada","jbianchi",89.306,77.07,86.195,86.508,NA,NA
"2013canada","jbutton",81.108,75.422,79.79,84.021,90.068,NA
"2013canada","jvergne",83.386,76.351,83.058,84.159,88.527,86.543
"2013canada","kraikkonen",81.608,75.599,80.316,84.451,88.667,87.432
"2013canada","lhamilton",85.054,74.83,78.732,83.801,87.649,85.512
"2013canada","mchilton",85.821,77.888,81.652,87.062,NA,NA
"2013canada","mwebber",83.131,75.212,77.895,83.247,88.145,86.208
"2013canada","nhulkenberg",85.354,76.929,82.021,83.899,89.435,NA
"2013canada","nrosberg",82.402,75.249,79.457,83.84,88.42,86.008
"2013canada","pdiresta",81.02,75.855,79.496,84.908,NA,NA
"2013canada","pmaldonado",87.522,76.319,81.035,84.776,89.917,NA
"2013canada","rgrosjean",81.258,75.083,80.596,85.716,NA,NA
"2013canada","sperez",82.587,75.661,83.309,84.176,89.761,NA
"2013canada","svettel",83.047,75.28,79.131,82.318,88.166,85.425
"2013canada","vbottas",83.352,76.374,84.314,83.446,88.419,85.897
"2013greatbritain","asutil",NA,93.313,92.536,92.002,91.097,90.908
"2013greatbritain","cpic",NA,96.079,94.971,93.866,NA,NA
"2013greatbritain","dricciardo",114.249,93.171,92.44,92.097,91.182,90.757
"2013greatbritain","egutierrez",115.825,94.998,93.37,92.666,NA,NA
"2013greatbritain","falonso",NA,93.494,92.454,92.266,91.387,90.979
"2013greatbritain","fmassa",126.534,103.466,93.273,92.241,91.779,NA
